,Ligand_name,Pose_count
513,AA2AR_7021,3
514,AA2AR_1744,0
515,AA2AR_904,0
516,AA2AR_493,1
517,AA2AR_7174,0
518,AA2AR_5741,0
519,AA2AR_5263,0
520,AA2AR_616,0
521,AA2AR_2510,1
522,AA2AR_3922,1
523,AA2AR_1514,0
524,AA2AR_6562,0
525,AA2AR_7231,0
526,AA2AR_4507,0
527,AA2AR_2866,0
528,AA2AR_561,0
529,AA2AR_5998,0
530,AA2AR_5559,0
531,AA2AR_4208,0
532,AA2AR_4433,0
533,AA2AR_2043,0
534,AA2AR_1244,0
535,AA2AR_1486,0
536,AA2AR_2732,1
537,AA2AR_1967,0
538,AA2AR_5201,1
539,AA2AR_1032,0
540,AA2AR_3738,0
541,AA2AR_2895,0
542,AA2AR_6361,0
543,AA2AR_2505,0
544,AA2AR_5237,0
545,AA2AR_3134,1
546,AA2AR_2028,0
547,AA2AR_1174,0
548,AA2AR_3888,0
549,AA2AR_6441,0
550,AA2AR_2824,0
551,AA2AR_6063,0
552,AA2AR_6512,0
553,AA2AR_1099,0
554,AA2AR_193,0
555,AA2AR_2948,0
556,AA2AR_290,0
557,AA2AR_1294,0
558,AA2AR_3789,0
559,AA2AR_2414,0
560,AA2AR_3737,0
561,AA2AR_5360,0
562,AA2AR_5701,0
563,AA2AR_4384,11
564,AA2AR_2797,0
565,AA2AR_1520,0
566,AA2AR_3018,0
567,AA2AR_5522,0
568,AA2AR_2117,0
569,AA2AR_5948,0
570,AA2AR_542,1
571,AA2AR_1130,0
572,AA2AR_5474,0
573,AA2AR_3444,0
574,AA2AR_2397,0
575,AA2AR_4900,0
576,AA2AR_40,0
577,AA2AR_5134,0
578,AA2AR_505,0
579,AA2AR_736,0
580,AA2AR_5078,0
581,AA2AR_1516,0
582,AA2AR_4754,0
583,AA2AR_6451,0
584,AA2AR_1067,0
585,AA2AR_4620,0
586,AA2AR_5060,0
587,AA2AR_3545,0
588,AA2AR_3629,0
589,AA2AR_2655,0
590,AA2AR_2401,0
591,AA2AR_1145,0
592,AA2AR_5401,0
593,AA2AR_6324,0
594,AA2AR_5436,0
595,AA2AR_5867,0
596,AA2AR_5600,0
597,AA2AR_1911,1
598,AA2AR_2727,0
599,AA2AR_6988,1
600,AA2AR_3721,0
601,AA2AR_1883,0
602,AA2AR_1631,0
603,AA2AR_3256,0
604,AA2AR_3592,0
605,AA2AR_3891,0
606,AA2AR_6728,1
607,AA2AR_6939,0
608,AA2AR_1914,0
609,AA2AR_4284,0
610,AA2AR_7139,0
611,AA2AR_4290,0
612,AA2AR_1956,0
613,AA2AR_809,0
614,AA2AR_6795,0
615,AA2AR_3220,0
616,AA2AR_1437,0
617,AA2AR_1205,0
618,AA2AR_6086,0
619,AA2AR_6204,0
620,AA2AR_3745,0
621,AA2AR_1482,0
622,AA2AR_2514,0
623,AA2AR_5341,0
624,AA2AR_6610,0
625,AA2AR_1120,0
626,AA2AR_5175,0
627,AA2AR_1630,0
628,AA2AR_720,0
629,AA2AR_4874,0
630,AA2AR_2380,0
631,AA2AR_3993,0
632,AA2AR_306,0
633,AA2AR_6112,0
634,AA2AR_7059,0
635,AA2AR_3441,0
636,AA2AR_6322,0
637,AA2AR_6827,0
638,AA2AR_1367,0
639,AA2AR_1440,0
640,AA2AR_1648,0
641,AA2AR_1256,0
642,AA2AR_3536,0
643,AA2AR_2943,0
644,AA2AR_2884,0
645,AA2AR_6045,0
646,AA2AR_3788,0
647,AA2AR_3984,0
648,AA2AR_3664,0
649,AA2AR_4015,0
650,AA2AR_7058,0
651,AA2AR_3543,0
652,AA2AR_4824,0
653,AA2AR_5285,0
654,AA2AR_3511,0
655,AA2AR_2212,0
656,AA2AR_6678,0
657,AA2AR_1715,0
658,AA2AR_5567,0
659,AA2AR_2273,0
660,AA2AR_4164,0
661,AA2AR_6195,0
662,AA2AR_3473,0
663,AA2AR_4552,0
664,AA2AR_2649,0
665,AA2AR_1345,0
666,AA2AR_4637,0
667,AA2AR_522,0
668,AA2AR_2646,0
669,AA2AR_5826,0
670,AA2AR_843,0
671,AA2AR_1973,0
672,AA2AR_6681,0
673,AA2AR_5365,0
674,AA2AR_4422,0
675,AA2AR_4195,0
676,AA2AR_5947,0
677,AA2AR_249,0
678,AA2AR_3556,0
679,AA2AR_2175,0
680,AA2AR_4823,0
681,AA2AR_1332,0
682,AA2AR_255,0
683,AA2AR_2988,0
684,AA2AR_3104,0
685,AA2AR_6371,0
686,AA2AR_6993,0
687,AA2AR_5950,0
688,AA2AR_5320,0
689,AA2AR_6218,0
690,AA2AR_5521,0
691,AA2AR_7055,0
692,AA2AR_168,0
693,AA2AR_3655,0
694,AA2AR_5181,0
695,AA2AR_4741,3
696,AA2AR_502,0
697,AA2AR_5273,0
698,AA2AR_2331,0
699,AA2AR_3640,0
700,AA2AR_4486,0
701,AA2AR_3322,0
702,AA2AR_5501,0
703,AA2AR_1471,0
704,AA2AR_3550,0
705,AA2AR_3464,0
706,AA2AR_2476,0
707,AA2AR_4944,0
708,AA2AR_6661,0
709,AA2AR_2975,0
710,AA2AR_4869,0
711,AA2AR_4818,0
712,AA2AR_2530,0
713,AA2AR_2110,0
714,AA2AR_871,0
715,AA2AR_5307,0
716,AA2AR_2097,0
717,AA2AR_4302,0
718,AA2AR_3785,0
719,AA2AR_3258,0
720,AA2AR_7074,0
721,AA2AR_3705,0
722,AA2AR_4167,0
723,AA2AR_491,0
724,AA2AR_4434,0
725,AA2AR_30,1
726,AA2AR_1358,0
727,AA2AR_4035,0
728,AA2AR_5241,0
729,AA2AR_1954,0
730,AA2AR_6908,0
731,AA2AR_2828,0
732,AA2AR_2940,0
733,AA2AR_4282,0
734,AA2AR_3921,1
735,AA2AR_4060,0
736,AA2AR_7169,0
737,AA2AR_1519,0
738,AA2AR_1302,0
739,AA2AR_2208,0
740,AA2AR_651,0
741,AA2AR_1847,0
742,AA2AR_2549,0
743,AA2AR_2883,0
744,AA2AR_1620,0
745,AA2AR_3269,0
746,AA2AR_6326,0
747,AA2AR_5109,0
748,AA2AR_212,0
749,AA2AR_3253,0
750,AA2AR_4205,0
751,AA2AR_5374,0
752,AA2AR_6232,0
753,AA2AR_2126,0
754,AA2AR_5969,0
755,AA2AR_5681,0
756,AA2AR_3746,0
757,AA2AR_6750,0
758,AA2AR_947,0
759,AA2AR_5941,0
760,AA2AR_979,0
761,AA2AR_5732,0
762,AA2AR_917,0
763,AA2AR_1799,0
764,AA2AR_3494,0
765,AA2AR_6286,0
766,AA2AR_2395,0
767,AA2AR_4855,0
768,AA2AR_867,0
769,AA2AR_726,0
770,AA2AR_122,0
771,AA2AR_4793,0
772,AA2AR_4232,0
773,AA2AR_5424,0
774,AA2AR_551,0
775,AA2AR_6641,0
776,AA2AR_3085,0
777,AA2AR_2801,0
778,AA2AR_139,0
779,AA2AR_784,0
780,AA2AR_1994,0
781,AA2AR_127,0
782,AA2AR_4338,0
783,AA2AR_4488,0
784,AA2AR_3421,0
785,AA2AR_262,0
786,AA2AR_1465,0
787,AA2AR_3029,0
788,AA2AR_6050,0
789,AA2AR_3706,0
790,AA2AR_1660,0
791,AA2AR_2668,0
792,AA2AR_4034,0
793,AA2AR_1230,0
794,AA2AR_7112,0
795,AA2AR_7053,0
796,AA2AR_3470,0
797,AA2AR_744,0
798,AA2AR_5972,0
799,AA2AR_4391,0
800,AA2AR_1334,3
801,AA2AR_4323,0
802,AA2AR_1357,0
803,AA2AR_6124,0
804,AA2AR_7056,0
805,AA2AR_5430,0
806,AA2AR_6949,0
807,AA2AR_3795,0
808,AA2AR_4401,0
809,AA2AR_1850,0
810,AA2AR_7001,0
811,AA2AR_1859,1
812,AA2AR_7036,0
813,AA2AR_686,0
814,AA2AR_2429,0
815,AA2AR_5994,0
816,AA2AR_5366,0
817,AA2AR_279,2
818,AA2AR_802,0
819,AA2AR_2044,0
820,AA2AR_2147,0
821,AA2AR_6675,0
822,AA2AR_2861,0
823,AA2AR_3354,0
824,AA2AR_5622,0
825,AA2AR_4075,0
826,AA2AR_796,0
827,AA2AR_4227,0
828,AA2AR_3639,1
829,AA2AR_6612,0
830,AA2AR_5406,0
831,AA2AR_6505,1
832,AA2AR_2956,0
833,AA2AR_846,1
834,AA2AR_909,0
835,AA2AR_2479,0
836,AA2AR_4960,0
837,AA2AR_2737,0
838,AA2AR_3314,1
839,AA2AR_7076,0
840,AA2AR_6461,0
841,AA2AR_4945,0
842,AA2AR_5922,0
843,AA2AR_414,0
844,AA2AR_4771,0
845,AA2AR_6316,0
846,AA2AR_7216,0
847,AA2AR_2106,0
848,AA2AR_6869,3
849,AA2AR_5514,0
850,AA2AR_1427,0
851,AA2AR_3521,0
852,AA2AR_6006,0
853,AA2AR_5372,1
854,AA2AR_5486,0
855,AA2AR_1037,0
856,AA2AR_4508,0
857,AA2AR_5786,0
858,AA2AR_1086,0
859,AA2AR_1870,0
860,AA2AR_2968,0
861,AA2AR_3195,0
862,AA2AR_1729,0
863,AA2AR_2493,0
864,AA2AR_2378,0
865,AA2AR_1586,0
866,AA2AR_1658,1
867,AA2AR_1839,0
868,AA2AR_4040,0
869,AA2AR_3262,0
870,AA2AR_2053,0
871,AA2AR_1584,1
872,AA2AR_5764,0
873,AA2AR_4732,0
874,AA2AR_210,0
875,AA2AR_463,0
876,AA2AR_906,0
877,AA2AR_2634,0
878,AA2AR_3409,0
879,AA2AR_523,0
880,AA2AR_2658,0
881,AA2AR_4216,0
882,AA2AR_2231,0
883,AA2AR_4536,0
884,AA2AR_5767,0
885,AA2AR_6796,0
886,AA2AR_1496,0
887,AA2AR_382,0
888,AA2AR_2684,0
889,AA2AR_1570,0
890,AA2AR_1909,0
891,AA2AR_6450,0
892,AA2AR_2165,0
893,AA2AR_927,0
894,AA2AR_4941,0
895,AA2AR_6025,0
896,AA2AR_1568,0
897,AA2AR_1463,0
898,AA2AR_3500,0
899,AA2AR_1912,0
900,AA2AR_2974,0
901,AA2AR_6052,0
902,AA2AR_3869,0
903,AA2AR_1644,4
904,AA2AR_5660,0
905,AA2AR_3742,0
906,AA2AR_66,0
907,AA2AR_3829,0
908,AA2AR_5868,0
909,AA2AR_4677,0
910,AA2AR_6668,1
911,AA2AR_2135,0
912,AA2AR_344,1
913,AA2AR_5186,0
914,AA2AR_5673,0
915,AA2AR_5272,0
916,AA2AR_3122,0
917,AA2AR_7192,0
918,AA2AR_4449,0
919,AA2AR_2142,0
920,AA2AR_1045,0
921,AA2AR_2102,0
922,AA2AR_2764,1
923,AA2AR_818,0
924,AA2AR_6517,1
925,AA2AR_1243,0
926,AA2AR_5526,0
927,AA2AR_5298,0
928,AA2AR_1083,0
929,AA2AR_1121,0
930,AA2AR_3490,0
931,AA2AR_3228,0
932,AA2AR_1224,0
933,AA2AR_2739,0
934,AA2AR_5615,0
935,AA2AR_675,0
936,AA2AR_2673,0
937,AA2AR_195,0
938,AA2AR_4270,0
939,AA2AR_4946,0
940,AA2AR_4272,0
941,AA2AR_1447,0
942,AA2AR_890,0
943,AA2AR_5191,0
944,AA2AR_1889,0
945,AA2AR_6136,1
946,AA2AR_5934,1
947,AA2AR_2451,0
948,AA2AR_2194,0
949,AA2AR_823,0
950,AA2AR_884,0
951,AA2AR_6237,0
952,AA2AR_5493,0
953,AA2AR_4,0
954,AA2AR_2523,0
955,AA2AR_4155,0
956,AA2AR_6885,1
957,AA2AR_2887,0
958,AA2AR_4006,0
959,AA2AR_3540,0
960,AA2AR_4055,0
961,AA2AR_1441,0
962,AA2AR_4473,0
963,AA2AR_5364,0
964,AA2AR_1079,0
965,AA2AR_5705,0
966,AA2AR_7027,0
967,AA2AR_2362,0
968,AA2AR_689,0
969,AA2AR_6149,0
970,AA2AR_6062,0
971,AA2AR_6676,0
972,AA2AR_5312,0
973,AA2AR_6845,0
974,AA2AR_5580,0
975,AA2AR_1017,0
976,AA2AR_739,0
977,AA2AR_503,0
978,AA2AR_3515,0
979,AA2AR_2728,0
980,AA2AR_3302,0
981,AA2AR_3951,0
982,AA2AR_5332,0
983,AA2AR_5199,0
984,AA2AR_1776,0
985,AA2AR_166,0
986,AA2AR_6535,0
987,AA2AR_2295,0
988,AA2AR_6742,0
989,AA2AR_5080,0
990,AA2AR_6714,0
991,AA2AR_6945,0
992,AA2AR_4534,0
993,AA2AR_1782,0
994,AA2AR_5572,0
995,AA2AR_4325,0
996,AA2AR_3526,1
997,AA2AR_6703,0
998,AA2AR_473,0
999,AA2AR_1,0
1000,AA2AR_6160,0
1001,AA2AR_1276,0
1002,AA2AR_5523,0
1003,AA2AR_5876,0
1004,AA2AR_6185,0
1005,AA2AR_3233,0
1006,AA2AR_4337,0
1007,AA2AR_2815,0
1008,AA2AR_1233,0
1009,AA2AR_124,0
1010,AA2AR_4786,0
1011,AA2AR_2021,0
1012,AA2AR_733,0
1013,AA2AR_1318,0
1014,AA2AR_3025,0
1015,AA2AR_174,0
1016,AA2AR_2754,0
1017,AA2AR_4067,0
1018,AA2AR_3695,0
1019,AA2AR_3898,0
1020,AA2AR_4291,0
1021,AA2AR_7141,0
1022,AA2AR_7080,0
1023,AA2AR_4269,0
1024,AA2AR_6919,0
1025,AA2AR_5643,0
1026,AA2AR_5967,0
1027,AA2AR_1206,0
1028,AA2AR_1736,0
1029,AA2AR_6142,0
1030,AA2AR_6829,0
1031,AA2AR_1983,0
1032,AA2AR_6293,0
1033,AA2AR_4735,0
1034,AA2AR_6064,0
1035,AA2AR_3641,0
1036,AA2AR_2830,0
1037,AA2AR_4875,0
1038,AA2AR_2348,1
1039,AA2AR_158,0
1040,AA2AR_6791,1
1041,AA2AR_4213,0
1042,AA2AR_2084,0
1043,AA2AR_2015,0
1044,AA2AR_4676,0
1045,AA2AR_6836,1
1046,AA2AR_453,0
1047,AA2AR_3035,0
1048,AA2AR_3611,0
1049,AA2AR_1864,0
1050,AA2AR_3211,1
1051,AA2AR_1581,0
1052,AA2AR_4559,1
1053,AA2AR_3614,0
1054,AA2AR_3124,0
1055,AA2AR_6887,0
1056,AA2AR_2657,0
1057,AA2AR_5196,0
1058,AA2AR_2982,0
1059,AA2AR_759,0
1060,AA2AR_4028,0
1061,AA2AR_2226,0
1062,AA2AR_5232,0
1063,AA2AR_2574,0
1064,AA2AR_4321,0
1065,AA2AR_4498,1
1066,AA2AR_6765,0
1067,AA2AR_6981,0
1068,AA2AR_678,0
1069,AA2AR_323,0
1070,AA2AR_3247,0
1071,AA2AR_68,0
1072,AA2AR_5331,0
1073,AA2AR_2795,1
1074,AA2AR_4432,1
1075,AA2AR_7078,0
1076,AA2AR_6399,0
1077,AA2AR_1758,0
